customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend,revenue
7472-eqoav,male,1,yes,yes,71,yes,no,fiber optic,yes,yes,yes,no,no,no,one year,yes,bank transfer (automatic),86.7,6179.35,no,48+,85.82430555555555,86.7
9574-rkjif,male,0,yes,yes,30,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,94.4,2838.7,yes,24-48,91.57096774193548,94.4
2043-wvtqj,male,0,yes,no,1,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed check,55.7,55.7,no,0-6,27.85,55.7
8034-rytvv,female,0,no,no,55,yes,yes,fiber optic,yes,no,yes,no,no,no,one year,yes,credit card (automatic),84.25,4589.85,no,48+,81.96160714285715,84.25
3863-qstyi,male,0,no,no,59,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,yes,electronic check,64.65,3735.45,no,48+,62.2575,64.65
2619-wfqwu,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.15,70.15,yes,0-6,35.075,70.15
5044-lrqaq,female,0,yes,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.2,477.55,no,6-12,59.69375,69.2
1716-lsamb,male,0,yes,yes,45,yes,no,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),54.65,2553.7,no,24-48,55.51521739130435,54.65
1333-pbmxb,female,0,yes,yes,54,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),24.75,1342.15,no,48+,24.402727272727276,24.75
6546-opbbh,male,0,yes,yes,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,23.95,1216.35,no,48+,23.39134615384615,23.95
5985-behzk,female,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,credit card (automatic),105.0,7578.05,no,48+,103.80890410958904,105.0
9127-qrzmh,male,0,yes,no,44,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),59.85,2603.95,no,24-48,57.86555555555555,59.85
5919-vczym,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,42.7,no,0-6,14.233333333333334,20.05
9644-kvcnc,female,0,no,no,66,yes,yes,fiber optic,no,no,yes,no,yes,no,one year,yes,bank transfer (automatic),92.15,6056.9,no,48+,90.40149253731343,92.15
2137-dqmev,male,0,yes,yes,68,no,no phone service,dsl,yes,yes,no,no,yes,no,one year,no,mailed check,44.8,2983.65,no,48+,43.24130434782609,44.8
8174-lnwmw,female,0,no,no,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.9,689.35,no,24-48,21.5421875,20.9
9279-cjeoj,female,1,no,no,21,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.4,2025.1,no,12-24,92.05,95.4
7964-vexdg,male,0,no,yes,21,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,80.35,1747.2,no,12-24,79.41818181818182,80.35
2404-jibfc,female,0,yes,yes,55,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),85.1,4657.95,no,48+,83.17767857142857,85.1
0778-nella,male,0,no,no,9,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),34.7,296.1,yes,6-12,29.610000000000003,34.7
8029-xypwt,male,1,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),115.05,8016.6,no,48+,111.34166666666667,115.05
4614-nuvzd,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,81.1,81.1,yes,0-6,40.55,81.1
4632-paoyu,male,0,yes,yes,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.95,433.5,no,12-24,18.847826086956523,19.95
3803-kmqfw,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.55,20.55,yes,0-6,10.275,20.55
6804-gdmoi,female,0,no,no,61,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,electronic check,106.6,6428.4,yes,48+,103.68387096774192,106.6
2990-ogytd,female,0,yes,no,67,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.15,5883.85,no,48+,86.52720588235294,86.15
6646-jppha,female,1,no,no,14,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,no,electronic check,78.85,1043.8,no,12-24,69.58666666666666,78.85
9572-mtilt,male,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,yes,electronic check,106.75,6252.9,yes,48+,104.21499999999999,106.75
7658-uyuqs,male,1,yes,no,21,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,no,bank transfer (automatic),86.55,1857.25,no,12-24,84.42045454545455,86.55
7880-xsojx,male,0,no,no,4,no,no phone service,dsl,yes,yes,no,yes,no,no,month-to-month,no,mailed check,42.4,146.4,no,0-6,29.28,42.4
9611-ctwih,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.45,240.45,yes,0-6,60.1125,89.45
4589-iuajb,male,0,yes,no,70,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.25,1724.15,no,48+,24.28380281690141,24.25
0329-gtiaj,female,0,no,no,3,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,97.9,315.3,yes,0-6,78.825,97.9
8746-bfoaj,male,1,no,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.5,429.55,no,12-24,19.525000000000002,20.5
8457-xigkn,male,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.6,356.15,no,12-24,16.95952380952381,19.6
6072-nuqcb,male,0,yes,yes,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.25,488.25,no,12-24,21.22826086956522,20.25
6629-cztth,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,mailed check,55.7,55.7,yes,0-6,27.85,55.7
8838-gphzp,female,0,no,no,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.6,1298.7,no,48+,20.2921875,20.6
8750-qwzaj,female,0,yes,yes,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.8,1378.75,no,48+,19.419014084507044,19.8
5364-evnib,male,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.8,973.45,yes,12-24,69.53214285714286,79.8
6918-umqcg,female,0,no,no,5,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,80.2,384.25,no,0-6,64.04166666666667,80.2
0675-ncdyu,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),116.4,8543.25,no,48+,117.03082191780823,116.4
6339-dklmk,female,0,no,no,13,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,31.65,389.95,no,12-24,27.853571428571428,31.65
1346-pjwtk,male,0,yes,no,61,yes,no,fiber optic,no,yes,yes,yes,no,yes,month-to-month,no,credit card (automatic),94.15,5731.85,no,48+,92.4491935483871,94.15
5088-qzlrl,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.65,20.65,no,0-6,10.325,20.65
8023-qhaio,female,1,yes,no,56,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),76.85,4275.75,no,48+,75.01315789473684,76.85
4397-frlta,female,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.15,84.5,no,0-6,16.9,20.15
3057-vjjqe,male,0,no,no,35,yes,yes,dsl,yes,no,no,no,no,no,two year,no,mailed check,55.25,1924.1,no,24-48,53.44722222222222,55.25
5087-suurx,female,0,yes,no,18,no,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,yes,electronic check,39.05,669.85,yes,12-24,35.25526315789474,39.05
2302-ouzxb,male,0,yes,no,72,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,no,bank transfer (automatic),82.15,5784.3,no,48+,79.23698630136987,82.15
8133-anhhj,female,1,no,no,49,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,no,bank transfer (automatic),103.0,5166.2,no,48+,103.324,103.0
2270-chbfn,female,0,yes,no,44,yes,yes,fiber optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),95.1,4060.55,no,24-48,90.23444444444445,95.1
0013-exchz,female,1,yes,no,3,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,mailed check,83.9,267.4,yes,0-6,66.85,83.9
5982-fpvqn,female,0,yes,yes,37,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,95.15,3532.85,no,24-48,92.96973684210526,95.15
9107-ukcky,male,0,yes,no,61,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,yes,electronic check,79.8,4914.8,no,48+,79.2709677419355,79.8
4654-ulttn,male,0,yes,no,70,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,yes,credit card (automatic),74.8,5315.8,no,48+,74.87042253521128,74.8
5550-vfrlc,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.85,69.85,yes,0-6,34.925,69.85
5546-byzsm,female,0,no,no,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.45,775.6,no,24-48,18.46666666666667,20.45
1492-kgeth,male,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,bank transfer (automatic),78.35,5445.95,no,48+,76.70352112676056,78.35
4929-bstrx,female,0,no,no,1,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,mailed check,53.55,53.55,yes,0-6,26.775,53.55
4163-hftuk,male,0,no,no,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,19.1,1007.8,no,48+,19.38076923076923,19.1
8215-ngspe,female,0,yes,yes,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.0,833.55,no,24-48,19.384883720930233,20.0
2225-zrgsg,female,0,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),93.9,6579.05,yes,48+,92.66267605633803,93.9
8859-ystws,male,0,no,no,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.95,1004.5,no,24-48,20.5,19.95
5271-ynwvr,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,113.15,7856.0,yes,48+,113.85507246376811,113.15
7601-dhfwz,female,0,no,no,48,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.0,1183.05,no,24-48,24.143877551020406,24.0
2657-almwy,female,1,yes,no,26,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,84.95,2169.75,yes,24-48,80.36111111111111,84.95
6330-jklpc,male,0,yes,no,11,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.5,896.9,yes,6-12,74.74166666666666,80.5
4667-ohgkg,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.3,19.3,yes,0-6,9.65,19.3
1998-vhjhk,female,0,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.15,501.35,no,24-48,17.905357142857145,19.15
1707-habpf,female,1,no,no,46,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),91.3,4126.35,no,24-48,87.79468085106383,91.3
1660-hsooq,male,0,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,49.65,49.65,yes,0-6,24.825,49.65
7253-uvndw,female,0,no,no,46,yes,no,dsl,no,no,yes,yes,no,no,two year,no,credit card (automatic),54.35,2460.15,yes,24-48,52.3436170212766,54.35
0487-vvuvk,male,0,yes,yes,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.15,477.6,no,24-48,18.36923076923077,19.15
7228-omtpn,male,0,no,no,4,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,88.45,370.65,yes,0-6,74.13,88.45
5063-iuokk,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,265.75,no,12-24,18.982142857142858,19.75
4508-oebey,male,0,yes,no,31,yes,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),75.5,2424.45,no,24-48,75.7640625,75.5
0027-kwykw,female,0,yes,yes,23,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,83.75,1849.95,no,12-24,77.08125,83.75
2308-sterm,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.4,61.05,no,0-6,20.349999999999998,19.4
5982-xmdex,female,0,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),26.5,1698.55,no,48+,25.73560606060606,26.5
6284-ahooq,male,1,no,no,22,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),90.5,1910.6,yes,12-24,83.0695652173913,90.5
6051-ptvns,female,0,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.15,998.1,no,48+,17.823214285714286,19.15
2344-jmogn,male,0,yes,no,9,yes,no,fiber optic,no,yes,yes,yes,yes,no,month-to-month,yes,mailed check,94.85,890.6,yes,6-12,89.06,94.85
3799-isuzq,male,0,yes,yes,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.95,529.5,yes,6-12,66.1875,69.95
2877-vduer,female,0,yes,yes,35,no,no phone service,dsl,no,no,no,yes,yes,no,one year,no,mailed check,40.9,1383.6,no,24-48,38.43333333333333,40.9
9152-amkak,male,0,no,no,6,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,mailed check,80.25,493.4,no,0-6,70.48571428571428,80.25
1794-hbqtj,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),48.6,48.6,yes,0-6,24.3,48.6
9432-vofyx,male,0,no,no,17,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.8,1207.0,no,12-24,67.05555555555556,70.8
8049-wjclq,male,0,yes,yes,10,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,mailed check,60.2,563.5,no,6-12,51.22727272727273,60.2
6586-psjox,male,0,no,yes,15,yes,no,dsl,no,no,yes,yes,no,no,one year,no,credit card (automatic),55.2,864.55,no,12-24,54.034375,55.2
2460-fpsyh,female,1,no,no,40,no,no phone service,dsl,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,55.8,2109.35,yes,24-48,51.447560975609754,55.8
9705-zjbcg,female,0,yes,yes,13,yes,no,dsl,yes,no,no,yes,no,no,one year,no,bank transfer (automatic),54.15,701.05,no,12-24,50.074999999999996,54.15
4818-drbqt,male,0,yes,no,29,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.15,2265.25,yes,24-48,75.50833333333334,80.15
1320-htrdr,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.5,220.6,yes,0-6,55.15,75.5
6847-kjlts,female,1,yes,no,58,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),100.4,5749.8,no,48+,97.4542372881356,100.4
9670-bpnxf,female,0,no,no,45,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,credit card (automatic),62.55,2796.45,no,24-48,60.792391304347824,62.55
3913-fcuuw,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),70.45,5165.7,no,48+,70.76301369863013,70.45
3301-vktgc,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,no,no,no,no,one year,yes,bank transfer (automatic),85.5,5696.6,no,48+,82.55942028985508,85.5
1493-amtie,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.2,20.2,yes,0-6,10.1,20.2
9555-sahuz,female,0,yes,yes,38,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,54.5,2076.05,no,24-48,53.23205128205129,54.5
0816-tsphq,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.75,44.2,no,0-6,14.733333333333334,20.75
9932-wbwik,male,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,215.25,no,6-12,17.9375,20.35
4619-evphy,female,1,yes,no,20,yes,no,fiber optic,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),91.0,1859.5,no,12-24,88.54761904761905,91.0
5286-yhcvc,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),104.8,7470.1,no,48+,102.33013698630137,104.8
6424-eleyh,female,0,yes,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),74.75,229.5,yes,0-6,57.375,74.75
4391-reshn,male,0,no,no,23,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,mailed check,104.05,2470.1,yes,12-24,102.92083333333333,104.05
9115-yqhga,male,0,no,no,40,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,51.1,2092.9,no,24-48,51.046341463414635,51.1
4462-cywmh,male,1,yes,no,62,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),89.8,5629.55,no,48+,89.35793650793651,89.8
8963-mqvyn,female,0,no,yes,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,20.55,469.85,no,12-24,20.428260869565218,20.55
2458-eomre,female,0,no,no,11,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,bank transfer (automatic),64.05,733.95,no,6-12,61.1625,64.05
9334-gwgow,male,1,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.85,485.25,no,6-12,60.65625,74.85
6821-buxux,female,0,no,no,13,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,96.65,1244.5,yes,12-24,88.89285714285714,96.65
5028-htljb,male,1,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,20.05,yes,0-6,10.025,20.05
9801-gdwgv,female,0,no,no,39,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,103.45,3994.45,yes,24-48,99.86125,103.45
6542-lwgxj,male,0,yes,no,3,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.0,78.25,no,0-6,19.5625,25.0
5567-gzkqy,male,0,no,no,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.3,1131.5,no,48+,19.177966101694917,20.3
1222-lryko,male,0,no,yes,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,26.35,184.05,no,0-6,26.292857142857144,26.35
2320-jrsde,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.9,19.9,yes,0-6,9.95,19.9
2087-qarey,female,0,yes,no,22,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed check,54.7,1178.75,no,12-24,51.25,54.7
0601-wzhjf,male,0,yes,no,14,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,no,electronic check,46.35,667.7,yes,12-24,44.513333333333335,46.35
4423-jwzjn,male,0,yes,yes,64,yes,yes,fiber optic,no,no,yes,no,no,yes,one year,no,credit card (automatic),90.25,5629.15,no,48+,86.60230769230769,90.25
5143-wmwog,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.95,19.95,yes,0-6,9.975,19.95
6490-fgzat,male,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.65,109.3,no,0-6,15.614285714285714,20.65
5393-rxqsz,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,79.6,79.6,yes,0-6,39.8,79.6
7452-folon,male,0,no,yes,39,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),25.45,958.45,no,24-48,23.96125,25.45
2320-tzrrh,female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.5,403.15,no,12-24,19.197619047619046,19.5
0231-lxvap,male,0,no,no,1,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,75.9,75.9,yes,0-6,37.95,75.9
9444-jtxhz,male,0,yes,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,76.2,76.2,yes,0-6,38.1,76.2
4942-vzzom,male,0,yes,no,64,yes,yes,dsl,yes,no,no,no,yes,no,one year,yes,credit card (automatic),66.15,4392.5,no,48+,67.57692307692308,66.15
5510-boiuj,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.25,19.25,yes,0-6,9.625,19.25
7502-bnygs,female,0,yes,no,46,yes,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),69.1,3168.0,no,24-48,67.40425531914893,69.1
4291-hyebc,female,1,yes,yes,28,no,no phone service,dsl,no,yes,no,no,no,yes,one year,yes,electronic check,39.1,1096.6,no,24-48,37.813793103448276,39.1
6147-cbcra,female,0,yes,no,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,669.45,no,24-48,19.689705882352943,20.05
6047-suhpr,male,0,yes,yes,39,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,electronic check,59.8,2343.85,no,24-48,58.59625,59.8
4471-kxauh,female,0,yes,no,42,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,electronic check,84.3,3588.4,yes,24-48,83.45116279069768,84.3
9752-znqut,female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,48.6,48.6,no,0-6,24.3,48.6
7638-qvmvy,female,0,no,no,7,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.0,522.95,yes,6-12,65.36875,79.0
1576-pfziw,male,1,yes,no,70,yes,no,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),105.35,7511.9,no,48+,105.80140845070422,105.35
5666-mbjpt,male,0,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.1,1725.0,no,48+,26.136363636363637,25.1
7312-xsbat,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,49.75,49.75,no,0-6,24.875,49.75
3096-gkweb,male,0,yes,no,18,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.75,1691.9,no,12-24,89.04736842105264,94.75
2371-jqhzz,male,0,yes,no,24,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.0,2248.05,no,12-24,89.92200000000001,93.0
0674-gcdxg,male,0,no,no,63,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),71.9,4479.2,no,48+,69.9875,71.9
1121-qsivb,female,0,no,yes,44,yes,yes,dsl,no,yes,no,no,yes,yes,one year,yes,mailed check,77.55,3471.1,no,24-48,77.13555555555556,77.55
4396-klseh,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.85,63.0,no,0-6,12.6,19.85
3244-dcjwy,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.25,70.25,yes,0-6,35.125,70.25
2824-myybn,female,0,yes,yes,37,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.25,3314.15,no,24-48,87.21447368421053,95.25
0875-cabnr,female,1,no,no,10,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),84.6,865.55,yes,6-12,78.68636363636364,84.6
6345-hoves,male,0,no,no,34,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.05,852.7,no,24-48,24.362857142857145,25.05
8318-lcnbw,male,0,yes,no,35,no,no phone service,dsl,yes,no,yes,no,yes,yes,one year,no,credit card (automatic),53.15,1930.9,no,24-48,53.63611111111111,53.15
6469-qjkzw,female,0,yes,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.15,91.4,no,0-6,18.28,20.15
0147-eswwr,female,1,yes,no,39,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,101.25,3949.15,no,24-48,98.72875,101.25
1217-vaswc,male,1,yes,no,43,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),100.55,4304.0,no,24-48,97.81818181818181,100.55
7812-fzhpe,female,0,yes,yes,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,24.1,409.9,yes,12-24,22.772222222222222,24.1
6370-zvhdv,female,0,yes,no,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.3,1554.9,no,48+,25.07903225806452,25.3
5915-dgnvc,female,0,yes,no,49,yes,yes,dsl,yes,yes,yes,no,no,yes,one year,no,electronic check,71.8,3472.05,no,48+,69.441,71.8
6260-xlacs,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.7,117.8,no,0-6,23.56,19.7
3566-caayu,female,0,yes,yes,64,no,no phone service,dsl,no,yes,yes,yes,no,yes,two year,no,electronic check,49.85,3210.35,no,48+,49.39,49.85
4983-ccwmc,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.6,207.4,no,0-6,51.85,69.6
